Account Campaign ID,Account ID,CAMPAIGNSFORMSID,CTOR,Leads Rate,Email Date,Open Rate,Program Account ID Filter,Delivery Rate,Partners Count,Click Rate,eDM#,Reject Rate,Delivered,Country,Custom ID,Email Days Interval,Email Name,Email Schedule,Email Series Indication,Email Sort Order,Email Subject,Email Type,Emails Clicked Count,Emails Opened Count,Emails Rejected Count,Emails Sent Count,Event Notification Type,LTCR,Leads Count (All),Leads Count (Forms Only),Managed Campaign ID,Number of Records,Nurture ID,Nurture Name,Opportunities Count,Opportunities Value,Partner Name,Program Name,Region,Unique Email ID,Unsubscribe Requests Count
1800495,54520,0,0.00%,0.00%,12-6-2017,18.18%,True,64.71%,1,0.00%,,35%,11,India,133897,7,Why Commvault - Email 1 - Gartner Magic Quadrant,12/6/2017 10:00:00 AM,0,0,Gartner's 2017 Magic Quadrant for Data Center Backup and Recovery Solutions is here,Nurturing,0,2,6,17,,,0,0,1771549,1,72262,Why Commvault Campaign - Nurture,0,0,Wizertech Informatics Pvt Ltd,AMS CVLT Field,APAC,1800495,0
1841931,59012,0,12.50%,0.00%,3-8-2018,6.15%,True,92.86%,1,0.77%,,7%,130,South Africa,526520,7,Why Commvault - Email 1 - Gartner Magic Quadrant,3/8/2018 10:00:00 AM,0,0,Gartner's 2017 Magic Quadrant for Data Center Backup and Recovery Solutions is here,Nurturing,1,8,10,140,,0.00%,0,0,1771549,1,72262,Why Commvault Campaign - Nurture,0,0,Redefine IT Solutions (Pty) Ltd,EMEA Partner Marketing,EMEA,1841931,0
1897095,53973,0,14.29%,3.57%,7-18-2018,25.00%,True,100.00%,1,3.57%,,0%,28,Nigeria,104699,7,Why Commvault - Email 3 - Competitors,7/18/2018 6:00:00 AM,0,3,Download Gartner's Critical Capabilities for Data Center Backup and Recovery Solutions,Nurturing,1,7,0,28,,100.00%,0,1,1771556,1,72262,Why Commvault Campaign - Nurture,0,0,DataGroup IT,EMEA Partner Marketing,EMEA,1897095,0
1933007,53866,0,6.08%,0.13%,8-2-2018,6.43%,True,76.97%,1,0.39%,,23%,6140,India,184468,7,Why Commvault - Email 3 - Competitors,8/2/2018 12:15:00 AM,0,3,Download Gartner's Critical Capabilities for Data Center Backup and Recovery Solutions,Nurturing,24,395,1837,7977,,33.33%,0,8,1771556,1,72262,Why Commvault Campaign - Nurture,0,0,IT Solutions India Private Limited,APAC Partner Marketing,APAC,1933007,17
1939798,55348,0,3.15%,0.25%,8-14-2018,31.13%,True,91.28%,1,0.98%,,9%,408,Thailand,107505,7,Why Commvault - Email 3 - Competitors,8/14/2018 11:00:00 PM,0,3,Download Gartner's Critical Capabilities for Data Center Backup and Recovery Solutions,Nurturing,4,127,39,447,,25.00%,0,1,1771556,1,72262,Why Commvault Campaign - Nurture,0,0,Ingram Micro Limited - Thailand,APAC Partner Marketing,APAC,1939798,0
1906551,54440,0,,0.00%,6-19-2018,0.00%,True,100.00%,1,0.00%,,0%,3,United States,522676,7,Why Commvault - Email 3 - Competitors,6/19/2018 10:00:00 AM,0,3,Download Gartner's Critical Capabilities for Data Center Backup and Recovery Solutions,Nurturing,0,0,0,3,,,0,0,1771556,1,72262,Why Commvault Campaign - Nurture,0,0,Brick Data Technology,AMS Partner Marketing,Americas,1906551,0
1884419,53980,0,1.37%,0.00%,5-16-2018,9.34%,True,96.78%,1,0.13%,,3%,782,Kenya,114422,7,Why Commvault - Email 3 - Competitors,5/16/2018 10:00:00 AM,0,3,Download Gartner's Critical Capabilities for Data Center Backup and Recovery Solutions,Nurturing,1,73,26,808,,0.00%,0,0,1771556,1,72262,Why Commvault Campaign - Nurture,0,0,Timeline Solutions,EMEA Partner Marketing,EMEA,1884419,0
1938865,51228,0,14.29%,0.71%,8-14-2018,4.96%,True,98.60%,1,0.71%,,1%,141,United States,104635,7,Why Commvault - Email 3 - Competitors,8/14/2018 10:00:00 AM,0,3,Download Gartner's Critical Capabilities for Data Center Backup and Recovery Solutions,Nurturing,1,7,2,143,,100.00%,0,1,1771556,1,72262,Why Commvault Campaign - Nurture,0,0,Chi Corporation,AMS Partner Marketing,Americas,1938865,1
1872376,23452,0,17.65%,2.19%,5-23-2018,12.41%,True,97.86%,1,2.19%,,2%,137,South Africa,104455,7,Why Commvault - Email 3 - Competitors,5/23/2018 5:00:00 AM,0,3,Download Gartner's Critical Capabilities for Data Center Backup and Recovery Solutions,Nurturing,3,17,3,140,,100.00%,0,3,1771556,1,72262,Why Commvault Campaign - Nurture,0,0,First Distribution,EMEA Partner Marketing,EMEA,1872376,0
1840469,53980,0,7.22%,0.00%,3-27-2018,8.19%,True,96.57%,1,0.59%,,3%,1184,Kenya,114422,7,Why Commvault - Email 3 - Competitors,3/27/2018 10:00:00 AM,0,3,Download Gartner's Critical Capabilities for Data Center Backup and Recovery Solutions,Nurturing,7,97,42,1226,,0.00%,0,0,1771556,1,72262,Why Commvault Campaign - Nurture,0,0,Timeline Solutions,EMEA Partner Marketing,EMEA,1840469,2
1836218,55689,0,0.00%,0.00%,4-25-2018,5.30%,True,94.29%,1,0.00%,,6%,924,United States,520723,7,Why Commvault - Email 3 - Competitors,4/25/2018 10:00:00 AM,0,3,Download Gartner's Critical Capabilities for Data Center Backup and Recovery Solutions,Nurturing,0,49,56,980,,,0,0,1771556,1,72262,Why Commvault Campaign - Nurture,0,0,Information Technology Procurement Sourcing LLC,AMS Partner Marketing,Americas,1836218,3
1800508,54520,0,,0.00%,12-27-2017,0.00%,True,100.00%,1,0.00%,,0%,11,India,133897,7,Why Commvault - Email 3 - Competitors,12/27/2017 10:00:00 AM,0,3,Download Gartner's Critical Capabilities for Data Center Backup and Recovery Solutions,Nurturing,0,0,0,11,,,0,0,1771556,1,72262,Why Commvault Campaign - Nurture,0,0,Wizertech Informatics Pvt Ltd,AMS CVLT Field,APAC,1800508,0
1801845,53702,0,100.00%,0.00%,12-28-2017,10.00%,True,100.00%,1,10.00%,,0%,10,Venezuela,,7,Why Commvault - Email 3 - Competitors,12/28/2017 10:00:00 AM,0,3,Download Gartner's Critical Capabilities for Data Center Backup and Recovery Solutions,Nurturing,1,1,0,10,,0.00%,0,0,1771556,1,72262,Why Commvault Campaign - Nurture,0,0,"CORPORACION NETIX, C.A.",AMS Partner Marketing,Americas,1801845,0
1818957,53866,0,2.63%,0.00%,2-14-2018,6.05%,True,98.13%,1,0.16%,,2%,628,India,184468,7,Why Commvault - Email 3 - Competitors,2/14/2018 1:15:00 AM,0,3,Download Gartner's Critical Capabilities for Data Center Backup and Recovery Solutions,Nurturing,1,38,12,640,,0.00%,0,0,1771556,1,72262,Why Commvault Campaign - Nurture,0,0,IT Solutions India Private Limited,APAC Partner Marketing,APAC,1818957,1
1801996,53103,0,0.00%,0.00%,12-28-2017,9.52%,True,95.45%,1,0.00%,,5%,42,United States,518680,7,Why Commvault - Email 3 - Competitors,12/28/2017 10:00:00 AM,0,3,Download Gartner's Critical Capabilities for Data Center Backup and Recovery Solutions,Nurturing,0,4,2,44,,,0,0,1771556,1,72262,Why Commvault Campaign - Nurture,0,0,M&S Soluciones SAS - Colombia,AMS Partner Marketing,Americas,1801996,0
1799812,53068,0,1.61%,0.06%,12-26-2017,6.01%,True,99.26%,1,0.10%,,1%,3094,United States,104296,7,Why Commvault - Email 3 - Competitors,12/26/2017 10:00:00 AM,0,3,Download Gartner's Critical Capabilities for Data Center Backup and Recovery Solutions,Nurturing,3,186,23,3117,,66.67%,0,2,1771556,1,72262,Why Commvault Campaign - Nurture,0,0,Meridian IT,AMS Partner Marketing,Americas,1799812,9
1808491,54624,0,0.00%,0.00%,1-11-2018,6.98%,True,93.48%,1,0.00%,,7%,43,Mexico,186802,7,Why Commvault - Email 3 - Competitors,1/11/2018 12:00:00 PM,0,3,Download Gartner's Critical Capabilities for Data Center Backup and Recovery Solutions,Nurturing,0,3,3,46,,,0,0,1771556,1,72262,Why Commvault Campaign - Nurture,0,0,E-Level Consulting SA de CV,AMS Partner Marketing,Americas,1808491,0
1813650,52686,0,4.00%,0.00%,2-1-2018,15.43%,True,99.39%,1,0.62%,,1%,162,United States,184837,7,Why Commvault - Email 3 - Competitors,2/1/2018 10:00:00 AM,0,3,Download Gartner's Critical Capabilities for Data Center Backup and Recovery Solutions,Nurturing,1,25,1,163,,0.00%,0,0,1771556,1,72262,Why Commvault Campaign - Nurture,0,0,"DSM Technology Consultants, LLC",AMS Partner Marketing,Americas,1813650,0
1799777,34232,0,0.00%,0.00%,12-27-2017,6.15%,True,97.01%,1,0.00%,,3%,195,United Kingdom,125037,7,Why Commvault - Email 3 - Competitors,12/27/2017 10:00:00 AM,0,3,Download Gartner's Critical Capabilities for Data Center Backup and Recovery Solutions,Nurturing,0,12,6,201,,,0,0,1771556,1,72262,Why Commvault Campaign - Nurture,0,0,Solutions-Services & Associates,AMS Partner Marketing,EMEA,1799777,0
1802129,57121,0,0.00%,0.00%,1-18-2018,3.73%,True,99.38%,1,0.00%,,1%,161,United States,,7,Why Commvault - Email 3 - Competitors,1/18/2018 11:00:00 AM,0,3,Download Gartner's Critical Capabilities for Data Center Backup and Recovery Solutions,Nurturing,0,6,1,162,,,0,0,1771556,1,72262,Why Commvault Campaign - Nurture,0,0,Unicom - Federal,AMS Partner Marketing,Americas,1802129,0
1811239,50135,0,,0.00%,1-19-2018,0.00%,True,100.00%,1,0.00%,,0%,3,United States,99428,7,Why Commvault - Email 3 - Competitors,1/19/2018 10:00:00 AM,0,3,Download Gartner's Critical Capabilities for Data Center Backup and Recovery Solutions,Nurturing,0,0,0,3,,,0,0,1771556,1,72262,Why Commvault Campaign - Nurture,0,0,Sirius Computer Solutions,AMS Partner Marketing,Americas,1811239,0
1798753,53511,0,0.00%,0.00%,12-27-2017,9.41%,True,93.41%,1,0.00%,,7%,85,United Kingdom,105819,7,Why Commvault - Email 3 - Competitors,12/27/2017 5:00:00 AM,0,3,Download Gartner's Critical Capabilities for Data Center Backup and Recovery Solutions,Nurturing,0,8,6,91,,,0,0,1771556,1,72262,Why Commvault Campaign - Nurture,0,0,SCC - UK,EMEA Partner Marketing,EMEA,1798753,0
1782572,33969,0,3.85%,0.00%,12-6-2017,4.72%,True,97.35%,1,0.18%,,3%,551,South Africa,112469,7,Why Commvault - Email 3 - Competitors,12/6/2017 7:00:00 AM,0,3,Download Gartner's Critical Capabilities for Data Center Backup and Recovery Solutions,Nurturing,1,26,15,566,,0.00%,0,0,1771556,1,72262,Why Commvault Campaign - Nurture,0,0,DDP Consulting Pty Ltd,EMEA Partner Marketing,EMEA,1782572,1
1781817,51479,0,0.00%,0.00%,12-19-2017,11.00%,True,98.38%,1,0.00%,,2%,791,United Arab Emirates,104407,7,Why Commvault - Email 3 - Competitors,12/19/2017 2:00:00 AM,0,3,Download Gartner's Critical Capabilities for Data Center Backup and Recovery Solutions,Nurturing,0,87,13,804,,,0,0,1771556,1,72262,Why Commvault Campaign - Nurture,0,0,Logicom FZE,EMEA Partner Marketing,EMEA,1781817,0
1806247,56644,0,25.00%,10.00%,1-5-2018,40.00%,True,100.00%,1,10.00%,,0%,10,Malaysia,517830,7,Why Commvault - Email 3 - Competitors,1/5/2018 10:00:00 AM,0,3,Download Gartner's Critical Capabilities for Data Center Backup and Recovery Solutions,Nurturing,1,4,0,10,,100.00%,0,1,1771556,1,72262,Why Commvault Campaign - Nurture,0,0,Kinrara Aplikasi Sdn Bhd,AMS Partner Marketing,APAC,1806247,0
1802325,53662,0,1.00%,0.06%,12-28-2017,6.41%,True,98.17%,1,0.06%,,2%,1560,United States,104948,7,Why Commvault - Email 3 - Competitors,12/28/2017 4:30:00 PM,0,3,Download Gartner's Critical Capabilities for Data Center Backup and Recovery Solutions,Nurturing,1,100,29,1589,,100.00%,0,1,1771556,1,72262,Why Commvault Campaign - Nurture,0,0,Presidio Networked Solutions LLC,AMS Partner Marketing,Americas,1802325,1
1781668,54718,0,0.00%,0.00%,11-28-2017,18.18%,True,100.00%,1,0.00%,,0%,22,United States,522255,7,Why Commvault - Email 3 - Competitors,11/28/2017 10:00:00 AM,0,3,Download Gartner's Critical Capabilities for Data Center Backup and Recovery Solutions,Nurturing,0,4,0,22,,,0,0,1771556,1,72262,Why Commvault Campaign - Nurture,0,0,"Grupo Competec, S.A. de C.V.",AMS Partner Marketing,Americas,1781668,0
1797245,57330,0,10.00%,0.00%,12-19-2017,7.30%,True,97.16%,1,0.73%,,3%,137,Panama,301642,7,Why Commvault - Email 3 - Competitors,12/19/2017 10:00:00 AM,0,3,Download Gartner's Critical Capabilities for Data Center Backup and Recovery Solutions,Nurturing,1,10,4,141,,0.00%,0,0,1771556,1,72262,Why Commvault Campaign - Nurture,0,0,AwakeTek SA,AMS Partner Marketing,Americas,1797245,0
1782524,51045,0,1.50%,0.03%,11-29-2017,4.34%,True,98.43%,1,0.07%,,2%,3066,United States,255515,7,Why Commvault - Email 3 - Competitors,11/29/2017 10:00:00 AM,0,3,Download Gartner's Critical Capabilities for Data Center Backup and Recovery Solutions,Nurturing,2,133,49,3115,,50.00%,0,1,1771556,1,72262,Why Commvault Campaign - Nurture,0,0,Agility Systems,AMS Partner Marketing,Americas,1782524,4
1783400,47297,0,6.17%,0.49%,11-30-2017,13.21%,True,99.51%,1,0.82%,,0%,613,United States,104311,7,Why Commvault - Email 3 - Competitors,11/30/2017 10:00:00 AM,0,3,Download Gartner's Critical Capabilities for Data Center Backup and Recovery Solutions,Nurturing,5,81,3,616,,60.00%,0,3,1771556,1,72262,Why Commvault Campaign - Nurture,0,0,Eagle Technologies,AMS Partner Marketing,Americas,1783400,1
1784441,53122,0,0.00%,0.00%,12-1-2017,12.59%,True,94.41%,1,0.00%,,6%,405,Nigeria,104317,7,Why Commvault - Email 3 - Competitors,12/1/2017 10:00:00 AM,0,3,Download Gartner's Critical Capabilities for Data Center Backup and Recovery Solutions,Nurturing,0,51,24,429,,,0,0,1771556,1,72262,Why Commvault Campaign - Nurture,0,0,Holicks Global Limited,EMEA Partner Marketing,EMEA,1784441,0
1781848,53903,0,0.00%,0.00%,11-28-2017,7.14%,True,100.00%,1,0.00%,,0%,28,Zimbabwe,521714,7,Why Commvault - Email 3 - Competitors,11/28/2017 10:00:00 AM,0,3,Download Gartner's Critical Capabilities for Data Center Backup and Recovery Solutions,Nurturing,0,2,0,28,,,0,0,1771556,1,72262,Why Commvault Campaign - Nurture,0,0,dataage Solutions,EMEA Partner Marketing,EMEA,1781848,0
1781879,52662,0,0.00%,0.00%,11-28-2017,8.70%,True,92.00%,1,0.00%,,8%,23,Nigeria,204964,7,Why Commvault - Email 3 - Competitors,11/28/2017 10:00:00 AM,0,3,Download Gartner's Critical Capabilities for Data Center Backup and Recovery Solutions,Nurturing,0,2,2,25,,,0,0,1771556,1,72262,Why Commvault Campaign - Nurture,0,0,ITANDT Solutions Ltd,EMEA Partner Marketing,EMEA,1781879,0
1781755,55889,0,0.00%,0.00%,11-28-2017,13.33%,True,100.00%,1,0.00%,,0%,105,Ghana,121052,7,Why Commvault - Email 3 - Competitors,11/28/2017 10:00:00 AM,0,3,Download Gartner's Critical Capabilities for Data Center Backup and Recovery Solutions,Nurturing,0,14,0,105,,,0,0,1771556,1,72262,Why Commvault Campaign - Nurture,0,0,Radius Consulting Ghana Limited,EMEA Partner Marketing,EMEA,1781755,0
1841944,59012,0,0.00%,0.00%,3-29-2018,4.20%,True,98.35%,1,0.00%,,2%,119,South Africa,526520,7,Why Commvault - Email 3 - Competitors,3/29/2018 10:00:00 AM,0,3,Download Gartner's Critical Capabilities for Data Center Backup and Recovery Solutions,Nurturing,0,5,2,121,,,0,0,1771556,1,72262,Why Commvault Campaign - Nurture,0,0,Redefine IT Solutions (Pty) Ltd,EMEA Partner Marketing,EMEA,1841944,0
1773729,54155,0,1.55%,0.06%,10-19-2017,8.66%,True,69.22%,1,0.13%,,31%,5221,United States,,,Email 1: Service Provider Email - Introducing the Commvault Advantage,10/19/2017 11:30:00 AM,,,Grow Your Services Business with Commvault,Single Email,7,452,2322,7543,,42.86%,3,3,1771929,1,,,0,0,Commvault Employee Account - Mark Newberry,AMS CVLT Field,Americas,1773729,71
1774254,54155,0,0.61%,0.00%,10-24-2017,3.37%,True,84.65%,1,0.02%,,15%,4837,United States,,,Email 1: Service Provider Email - Introducing the Commvault Advantage,10/24/2017 11:15:00 AM,,,Grow Your Services Business with Commvault,Single Email,1,163,877,5714,,0.00%,0,0,1771929,1,,,0,0,Commvault Employee Account - Mark Newberry,AMS CVLT Field,Americas,1774254,40
1891928,52767,0,0.00%,0.00%,5-8-2018,8.51%,True,100.00%,1,0.00%,,0%,47,United States,107048,7,Email 02 – HyperScale Appliance - 5 Benefits of Scale-Out Data Protection,5/8/2018 10:00:00 AM,0,2,Watch Webinar: 5 Benefits of Scale-Out Data Protection,Nurturing,0,4,0,47,,,0,0,1784082,1,73606,Commvault HyperScale Appliance Nurture,0,0,Continental Resources Inc,AMS Partner Marketing,Americas,1891928,1
1884435,53980,0,2.22%,0.00%,6-6-2018,5.87%,True,95.52%,1,0.13%,,4%,767,Kenya,114422,7,Email 02 – HyperScale Appliance - 5 Benefits of Scale-Out Data Protection,6/6/2018 10:00:00 AM,0,2,Watch Webinar: 5 Benefits of Scale-Out Data Protection,Nurturing,1,45,36,803,,0.00%,0,0,1784082,1,73606,Commvault HyperScale Appliance Nurture,0,0,Timeline Solutions,EMEA Partner Marketing,EMEA,1884435,3
1896851,53973,0,33.33%,0.00%,5-23-2018,10.71%,True,100.00%,1,3.57%,,0%,28,Nigeria,104699,7,Email 02 – HyperScale Appliance - 5 Benefits of Scale-Out Data Protection,5/23/2018 10:00:00 AM,0,2,Watch Webinar: 5 Benefits of Scale-Out Data Protection,Nurturing,1,3,0,28,,0.00%,0,0,1784082,1,73606,Commvault HyperScale Appliance Nurture,0,0,DataGroup IT,EMEA Partner Marketing,EMEA,1896851,0
1908858,61904,0,0.00%,0.00%,7-2-2018,9.38%,True,88.89%,1,0.00%,,11%,32,Angola,,7,Email 02 – HyperScale Appliance - 5 Benefits of Scale-Out Data Protection,7/2/2018 10:00:00 AM,0,2,Watch Webinar: 5 Benefits of Scale-Out Data Protection,Nurturing,0,3,4,36,,,0,0,1784082,1,73606,Commvault HyperScale Appliance Nurture,0,0,Integrated Solutions Angola,EMEA Partner Marketing,EMEA,1908858,0
1889916,51045,0,1.10%,0.00%,7-12-2018,4.40%,True,83.02%,1,0.05%,,17%,4117,United States,255515,7,Email 02 – HyperScale Appliance - 5 Benefits of Scale-Out Data Protection,7/12/2018 11:00:00 AM,0,2,Watch Webinar: 5 Benefits of Scale-Out Data Protection,Nurturing,2,181,842,4959,,0.00%,0,0,1784082,1,73606,Commvault HyperScale Appliance Nurture,0,0,Agility Systems,AMS Partner Marketing,Americas,1889916,21
1878594,53866,0,2.86%,0.17%,4-25-2018,6.09%,True,91.56%,1,0.17%,,8%,575,India,184468,7,Email 02 – HyperScale Appliance - 5 Benefits of Scale-Out Data Protection,4/25/2018 12:15:00 AM,0,2,Watch Webinar: 5 Benefits of Scale-Out Data Protection,Nurturing,1,35,53,628,,100.00%,0,1,1784082,1,73606,Commvault HyperScale Appliance Nurture,0,0,IT Solutions India Private Limited,APAC Partner Marketing,APAC,1878594,0
1868187,47297,0,11.11%,2.27%,4-16-2018,20.45%,True,81.48%,1,2.27%,,19%,44,United States,104311,7,Email 02 – HyperScale Appliance - 5 Benefits of Scale-Out Data Protection,4/16/2018 10:00:00 AM,0,2,Watch Webinar: 5 Benefits of Scale-Out Data Protection,Nurturing,1,9,10,54,,100.00%,0,1,1784082,1,73606,Commvault HyperScale Appliance Nurture,0,0,Eagle Technologies,AMS Partner Marketing,Americas,1868187,0
1836681,52686,0,,0.00%,3-5-2018,0.00%,True,66.67%,1,0.00%,,33%,106,United States,184837,7,Email 02 – HyperScale Appliance - 5 Benefits of Scale-Out Data Protection,3/5/2018 10:00:00 AM,0,2,Watch Webinar: 5 Benefits of Scale-Out Data Protection,Nurturing,0,0,53,159,,,0,0,1784082,1,73606,Commvault HyperScale Appliance Nurture,0,0,"DSM Technology Consultants, LLC",AMS Partner Marketing,Americas,1836681,0
1834783,51036,0,,0.00%,2-28-2018,0.00%,True,100.00%,1,0.00%,,0%,12,United States,104438,7,Email 02 – HyperScale Appliance - 5 Benefits of Scale-Out Data Protection,2/28/2018 10:00:00 AM,0,2,Watch Webinar: 5 Benefits of Scale-Out Data Protection,Nurturing,0,0,0,12,,,0,0,1784082,1,73606,Commvault HyperScale Appliance Nurture,0,0,ComSource Inc,AMS Partner Marketing,Americas,1834783,0
1833325,53122,0,0.00%,0.00%,2-26-2018,12.28%,True,97.08%,1,0.00%,,3%,399,Nigeria,104317,7,Email 02 – HyperScale Appliance - 5 Benefits of Scale-Out Data Protection,2/26/2018 10:00:00 AM,0,2,Watch Webinar: 5 Benefits of Scale-Out Data Protection,Nurturing,0,49,12,411,,,0,0,1784082,1,73606,Commvault HyperScale Appliance Nurture,0,0,Holicks Global Limited,EMEA Partner Marketing,EMEA,1833325,2
1819123,49613,0,0.00%,0.00%,1-30-2018,5.00%,True,96.30%,1,0.00%,,4%,260,United States,104286,7,Email 02 – HyperScale Appliance - 5 Benefits of Scale-Out Data Protection,1/30/2018 10:00:00 AM,0,2,Watch Webinar: 5 Benefits of Scale-Out Data Protection,Nurturing,0,13,10,270,,,0,0,1784082,1,73606,Commvault HyperScale Appliance Nurture,0,0,ePlus Technology,AMS Partner Marketing,Americas,1819123,0
1838710,50908,0,,0.00%,3-8-2018,0.00%,True,100.00%,1,0.00%,,0%,9,United States,104283,7,Email 02 – HyperScale Appliance - 5 Benefits of Scale-Out Data Protection,3/8/2018 10:00:00 AM,0,2,Watch Webinar: 5 Benefits of Scale-Out Data Protection,Nurturing,0,0,0,9,,,0,0,1784082,1,73606,Commvault HyperScale Appliance Nurture,0,0,CDW,AMS Partner Marketing,Americas,1838710,0
1830008,55105,0,0.00%,0.00%,,27.27%,True,100.00%,1,0.00%,,0%,11,United States,99375,7,Email 02 – HyperScale Appliance - 5 Benefits of Scale-Out Data Protection,,0,2,Watch Webinar: 5 Benefits of Scale-Out Data Protection,Nurturing,0,3,0,11,,,0,0,1784082,1,73606,Commvault HyperScale Appliance Nurture,0,0,SHI,AMS Partner Marketing,Americas,1830008,0
1837740,53522,0,5.00%,0.15%,3-6-2018,2.99%,True,91.91%,1,0.15%,,8%,670,United States,258461,7,Email 02 – HyperScale Appliance - 5 Benefits of Scale-Out Data Protection,3/6/2018 11:00:00 AM,0,2,Watch Webinar: 5 Benefits of Scale-Out Data Protection,Nurturing,1,20,59,729,,100.00%,0,1,1784082,1,73606,Commvault HyperScale Appliance Nurture,0,0,"AEC Group, Inc.",AMS Partner Marketing,Americas,1837740,4
1839745,54440,0,,0.00%,3-12-2018,0.00%,True,100.00%,1,0.00%,,0%,1,United States,522676,7,Email 02 – HyperScale Appliance - 5 Benefits of Scale-Out Data Protection,3/12/2018 10:00:00 AM,0,2,Watch Webinar: 5 Benefits of Scale-Out Data Protection,Nurturing,0,0,0,1,,,0,0,1784082,1,73606,Commvault HyperScale Appliance Nurture,0,0,Brick Data Technology,AMS Partner Marketing,Americas,1839745,0
1817353,55689,0,0.00%,0.00%,1-25-2018,3.52%,True,97.80%,1,0.00%,,2%,1022,United States,520723,7,Email 02 – HyperScale Appliance - 5 Benefits of Scale-Out Data Protection,1/25/2018 10:00:00 AM,0,2,Watch Webinar: 5 Benefits of Scale-Out Data Protection,Nurturing,0,36,23,1045,,,0,0,1784082,1,73606,Commvault HyperScale Appliance Nurture,0,0,Information Technology Procurement Sourcing LLC,AMS Partner Marketing,Americas,1817353,4
1838769,50908,0,,0.00%,3-13-2018,0.00%,True,100.00%,1,0.00%,,0%,9,United States,104283,7,Email 02 – HyperScale Appliance - 5 Benefits of Scale-Out Data Protection,3/13/2018 10:00:00 AM,0,2,Watch Webinar: 5 Benefits of Scale-Out Data Protection,Nurturing,0,0,0,9,,,0,0,1784082,1,73606,Commvault HyperScale Appliance Nurture,0,0,CDW,AMS Partner Marketing,Americas,1838769,0
1808315,52662,0,,0.00%,12-28-2017,0.00%,True,91.67%,1,0.00%,,8%,22,Nigeria,204964,7,Email 02 – HyperScale Appliance - 5 Benefits of Scale-Out Data Protection,12/28/2017 10:00:00 AM,0,2,Watch Webinar: 5 Benefits of Scale-Out Data Protection,Nurturing,0,0,2,24,,,0,0,1784082,1,73606,Commvault HyperScale Appliance Nurture,0,0,ITANDT Solutions Ltd,AMS CVLT Field,EMEA,1808315,0
1823876,53293,0,0.00%,0.00%,2-7-2018,2.62%,True,95.45%,1,0.00%,,5%,420,United States,109046,7,Email 02 – HyperScale Appliance - 5 Benefits of Scale-Out Data Protection,2/7/2018 10:00:00 AM,0,2,Watch Webinar: 5 Benefits of Scale-Out Data Protection,Nurturing,0,11,20,440,,,0,0,1784082,1,73606,Commvault HyperScale Appliance Nurture,0,0,DSN Group,AMS Partner Marketing,Americas,1823876,1
1823693,54128,0,33.33%,0.00%,2-8-2018,7.32%,True,93.18%,1,2.44%,,7%,41,Nigeria,521755,7,Email 02 – HyperScale Appliance - 5 Benefits of Scale-Out Data Protection,2/8/2018 4:00:00 AM,0,2,Watch Webinar: 5 Benefits of Scale-Out Data Protection,Nurturing,1,3,3,44,,0.00%,0,0,1784082,1,73606,Commvault HyperScale Appliance Nurture,0,0,SYSBAY LTD,EMEA Partner Marketing,EMEA,1823693,0
1824297,33969,0,2.56%,0.00%,2-15-2018,6.06%,True,98.32%,1,0.16%,,2%,644,South Africa,112469,7,Email 02 – HyperScale Appliance - 5 Benefits of Scale-Out Data Protection,2/15/2018 10:00:00 AM,0,2,Watch Webinar: 5 Benefits of Scale-Out Data Protection,Nurturing,1,39,11,655,,0.00%,0,0,1784082,1,73606,Commvault HyperScale Appliance Nurture,0,0,DDP Consulting Pty Ltd,EMEA Partner Marketing,EMEA,1824297,0
1815256,52272,0,1.41%,0.00%,1-22-2018,4.95%,True,95.60%,1,0.07%,,4%,1433,United States,518113,7,Email 02 – HyperScale Appliance - 5 Benefits of Scale-Out Data Protection,1/22/2018 10:00:00 AM,0,2,Watch Webinar: 5 Benefits of Scale-Out Data Protection,Nurturing,1,71,66,1499,,0.00%,0,0,1784082,1,73606,Commvault HyperScale Appliance Nurture,0,0,Business Bridge 2 USA LLC,AMS Partner Marketing,Americas,1815256,4
1807768,51036,0,0.00%,0.00%,12-26-2017,4.92%,True,100.00%,1,0.00%,,0%,61,United States,104438,7,Email 02 – HyperScale Appliance - 5 Benefits of Scale-Out Data Protection,12/26/2017 10:00:00 AM,0,2,Watch Webinar: 5 Benefits of Scale-Out Data Protection,Nurturing,0,3,0,61,,,0,0,1784082,1,73606,Commvault HyperScale Appliance Nurture,0,0,ComSource Inc,AMS Partner Marketing,Americas,1807768,0
1801962,53702,0,0.00%,0.00%,1-11-2018,10.00%,True,100.00%,1,0.00%,,0%,10,Venezuela,,7,Email 02 – HyperScale Appliance - 5 Benefits of Scale-Out Data Protection,1/11/2018 10:00:00 AM,0,2,Watch Webinar: 5 Benefits of Scale-Out Data Protection,Nurturing,0,1,0,10,,,0,0,1784082,1,73606,Commvault HyperScale Appliance Nurture,0,0,"CORPORACION NETIX, C.A.",AMS Partner Marketing,Americas,1801962,0
1799605,34232,0,0.00%,0.00%,12-12-2017,11.54%,True,96.30%,1,0.00%,,4%,26,United Kingdom,125037,7,Email 02 – HyperScale Appliance - 5 Benefits of Scale-Out Data Protection,12/12/2017 10:00:00 AM,0,2,Watch Webinar: 5 Benefits of Scale-Out Data Protection,Nurturing,0,3,1,27,,,0,0,1784082,1,73606,Commvault HyperScale Appliance Nurture,0,0,Solutions-Services & Associates,AMS Partner Marketing,EMEA,1799605,0
