Comments,Is Post Date Current Month,Program Account ID Filter,Campaign ID,Campaign Name,Campaign Status,Campaign Topic,Company Name,Country,Currently Authorized,Date Created,Favorites,Followers On Date of Posting,Geographic Region Name,Total Interactions,Likes,Language,Number of Records,Page Views,Partner ID,Post Content,Post Creation Date,Post Date,Posted Indication,Program Name,Retweets,SW Account ID,Send On Date,Social Account ID,Social Name,Social Post ID,Unique Page Views
0,No,True,1723037,Cloud campaign - Social Content - Facebook,Active,,Grupo Dice SA de CV - Mexico,United States,No,9/5/2017 2:24:30 PM,0,,Americas,0,0,,1,0,274985,Commvault have been selected by @CRN editorial team as a Cool #Cloud #Storage Vendor - Recognized for creativity & innovation. Check out the press release http://ow.ly/pr4X100YnCt,3/9/2018 1:13:56 PM,,0,Global Partner Marketing,0,53152,3/29/2018 11:00:00 AM,34184,Facebook,1585454,0
0,No,True,1723037,Cloud campaign - Social Content - Facebook,Active,,Business Bridge 2 USA LLC,United States,No,3/14/2018 1:40:22 PM,0,,Americas,0,0,,1,0,518113,Commvault now protects applications and data on Azure Stack. To learn more check out this post - https://www.commvault.com/blogs/2018/january/commvault-data-protection-for-cisco-integrated-system-for-microsoft-azure-stack … #azurestack #cleur #commvault #backup #bcdr #hybrid #azure @Commvault,3/14/2018 1:40:24 PM,,0,Global Partner Marketing,0,52272,4/12/2018 11:00:00 PM,38686,Facebook,1585550,0
0,No,True,1723037,Cloud campaign - Social Content - Facebook,Active,,Ingram Micro Limited - Thailand,Thailand,No,7/23/2018 3:14:44 AM,0,,APAC,0,0,,1,0,107505,How does a city use #cloud for #backup & #disasterrecovery to better serve citizens? Watch our video https://www.youtube.com/watch?v=I5ctiQ2RvHk,7/23/2018 3:14:45 AM,,0,APAC Partner Marketing,0,55348,4/26/2018 11:00:00 AM,40386,Facebook,1585646,0
0,No,True,1723029,Cloud campaign - Social Content - LinkedIN,Active,,Commvault Employee Account - David Bedjanic,Canada,No,8/30/2017 1:45:03 PM,0,,Americas,0,0,,1,0,,Commvault have been selected by @CRN editorial team as a Cool #Cloud #Storage Vendor - Recognized for creativity & innovation. Check out the press release http://ow.ly/pr4X100YnCt,3/9/2018 1:00:27 PM,,0,AMS CVLT Field,0,51062,4/3/2018 11:00:00 AM,34064,LinkedIn,1585124,0
0,No,True,1723029,Cloud campaign - Social Content - LinkedIN,Active,,Netconsulting Informatica Prestacao de Servicos Ltda,Brazil,No,9/25/2017 8:39:00 AM,0,,Americas,0,0,,1,1,523618,Whatever stage you are at in your #cloud #datamigration journey @virtualpenny has 5 key tips you need to read http://ow.ly/Xdvy100W7BL,3/9/2018 12:55:46 PM,,0,Global Partner Marketing,0,55722,3/15/2018 11:00:00 AM,34484,LinkedIn,1584998,1
0,No,True,1723025,Cloud campaign - Social Content - Twitter,Active,,Agility Systems,United States,No,11/3/2017 7:57:25 AM,0,,Americas,0,0,,1,0,255515,"One platform for data backup, recovery, management and e-discovery? Yes, with @Commvault you can move, manage and use data across the @awscloud Learn more and download the #Commvault reference architectures for #AWS http://ow.ly/6AZu100YnCQ",3/7/2018 11:51:06 AM,,0,Global Partner Marketing,0,51045,4/26/2018 2:00:00 PM,40865,Twitter,1584873,0
0,No,True,1807763,HyperScale™ Appliance - Social Content - LinkedIn,Active,HyperScale Appliance,Continental Resources Inc,United States,No,5/23/2018 12:29:51 PM,0,,Americas,0,0,,1,0,107048,How does @Commvault combine their award winning #datamanagement with a #scaleout file system? Find out: Find out: http://[MyWebAddress]/?SwappID=91&RegPageManagedID=3109049&SWThemeID=38377 #data,5/29/2018 1:41:37 PM,,0,AMS Partner Marketing,0,52767,7/19/2018 12:00:00 PM,39494,LinkedIn,1594482,0
0,No,True,1807763,HyperScale™ Appliance - Social Content - LinkedIn,Active,HyperScale Appliance,Continental Resources Inc,United States,No,5/23/2018 12:29:51 PM,0,,Americas,0,0,,1,1,107048,Read about @Commvault’s ‘Highly-Differentiated Infrastructure’ solutions in @BCWUK http://www.businesscomputingworld.co.uk/news-post/commvault-unveils-highly-differentiated-infrastructure-solutions-with-hyperscale-software-and-appliance-offerings/ …,5/23/2018 12:29:51 PM,,0,AMS Partner Marketing,0,52767,3/28/2018 10:00:00 AM,39535,LinkedIn,1584359,1
0,No,True,1723037,Cloud campaign - Social Content - Facebook,Active,, Commvault Employee Account - Adam Hilliard,United States,No,8/30/2017 11:58:20 AM,0,,Americas,0,0,,1,0,,How does a city use #cloud for #backup & #disasterrecovery to better serve citizens? Watch our video https://www.youtube.com/watch?v=I5ctiQ2RvHk,3/9/2018 1:20:43 PM,,0,AMS CVLT Field,0,51238,4/26/2018 11:00:00 AM,39491,Facebook,1585646,0
0,No,True,1723029,Cloud campaign - Social Content - LinkedIN,Active,,"Compugen, Inc.",United States,No,11/9/2017 4:26:37 PM,0,,Americas,0,0,,1,0,123526,If you didn't catch #Microsoft @Azure Solution Showcase #Webinar- its available on-demand now! http://[MyWebAddress]/?SwappID=91&RegPageManagedID=3230427&SWThemeID=38377  Lots of expert insight plus awesome demos.,3/19/2018 11:57:11 AM,,0,Global Partner Marketing,0,49401,3/27/2018 11:00:00 AM,38573,LinkedIn,1586225,0
0,No,True,1723037,Cloud campaign - Social Content - Facebook,Active,,"CORPORACION NETIX, C.A.",Venezuela,No,9/6/2017 10:09:48 AM,0,,Americas,0,0,,1,0,,"Check it out: @Commvault provides agentless backup and recovery of your #AzureStack VM, including granular recovery of files and folders from a simplified data management platform. Works great with #Cisco's integrated system for AzureStack: https://www.commvault.com/blogs/2018/january/commvault-data-protection-for-cisco-integrated-system-for-microsoft-azure-stack …",3/9/2018 1:18:45 PM,,0,Global Partner Marketing,0,53702,4/17/2018 11:00:00 AM,34203,Facebook,1585574,0
0,No,True,1807763,HyperScale™ Appliance - Social Content - LinkedIn,Active,HyperScale Appliance,expoIT,United States,No,3/17/2018 4:37:45 PM,0,,Americas,0,0,,1,0,514062,"Save time and money with Commvault HyperScale™ Appliance. A fully integrated data protection appliance saving time over a traditional build your own product and a subscription pricing model consolidates hardware, software, and refreshes every three years http://ow.ly/KWUZ100SSR8",3/17/2018 4:37:45 PM,5/1/2018 10:00:04 AM,1,AMS Partner Marketing,0,52965,4/17/2018 10:00:00 AM,37064,LinkedIn,1584443,0
0,No,True,1807763,HyperScale™ Appliance - Social Content - LinkedIn,Inactive,HyperScale Appliance,Foresight Software Solutions,India,No,2/14/2018 9:51:01 AM,0,,APAC,0,0,,1,0,0014000000v5JxCAAU,Fuelling today's hybrid IT environment with #Commvault HyperScale. Find out more about our big news on ITBrief AU! http://ow.ly/TfU7100R4fp,3/6/2018 5:47:25 PM,,0,AMS Partner Marketing,0,48897,4/11/2018 10:00:00 AM,37843,LinkedIn,1584429,0
0,No,True,1723037,Cloud campaign - Social Content - Facebook,Active,,Integrated Printing Solutions,Egypt,No,7/25/2017 6:42:14 AM,0,,EMEA,0,0,,1,0,294485,New #blog alert! Check out #Commvault #DataProtection for @ciscoDC Integrated System for #AzureStack. No matter where your #data lives - we've got you covered http://ow.ly/1Q0e30i531W  #CLEUR,3/9/2018 1:17:35 PM,,0,Global Partner Marketing,0,53025,4/10/2018 11:00:00 AM,38589,Facebook,1585526,0
0,No,True,1807752,HyperScale™ Appliance - Social Content - Facebook,Active,HyperScale Appliance,Business Bridge 2 USA LLC,United States,No,2/22/2018 4:10:06 PM,0,,Americas,0,0,,1,0,518113,Great new coverage from @TechRepublic about Commvault's #HyperScale appliance. Check it out: http://ow.ly/y0CW30g5PQG #scaleout #scaleup,3/6/2018 5:55:49 PM,,0,AMS Partner Marketing,0,52272,3/22/2018 1:00:00 PM,38686,Facebook,1584561,0
0,No,True,1795305,HyperScale™ Appliance - Social Content - Twitter,Active,HyperScale Appliance,expoIT,United States,No,1/23/2018 3:07:27 PM,0,,Americas,0,0,,1,0,514062,Why not invest in a #scale-out architecture that lets you simplify and optimize your hardware investment? See what the #Commvault #HyperScale Appliance and its #scale-out architecture has to offer your business. http://[MyWebAddress]/?SwappID=91&RegPageManagedID=3109049&SWThemeID=38377,1/23/2018 3:07:30 PM,,0,AMS Partner Marketing,0,52965,2/2/2018 3:00:00 PM,38743,Twitter,1580283,0
0,No,True,1807763,HyperScale™ Appliance - Social Content - LinkedIn,Inactive,HyperScale Appliance,DDP Consulting Pty Ltd,South Africa,No,1/30/2018 10:37:03 AM,0,500,EMEA,0,0,,1,0,112469,Read about @Commvault’s ‘Highly-Differentiated Infrastructure’ solutions in @BCWUK http://www.businesscomputingworld.co.uk/news-post/commvault-unveils-highly-differentiated-infrastructure-solutions-with-hyperscale-software-and-appliance-offerings/ …,3/6/2018 5:44:17 PM,3/28/2018 10:00:05 AM,1,AMS Partner Marketing,0,33969,3/28/2018 10:00:00 AM,37186,LinkedIn,1584359,0
0,No,True,1723025,Cloud campaign - Social Content - Twitter,Inactive,, Commvault Employee Account - Adam Hilliard,United States,No,7/11/2017 8:05:20 AM,0,,Americas,0,0,,1,0,,"Thinking @azure for #cloud? Check out our Harper Collins use case for #datamanagement 
https://kapost-files-prod.s3.amazonaws.com/published/57446c22625bd4614000004d/case-study-harpercollins.pdf?kui=P8jr4V2c4_irXkONb_XzxA",7/16/2017 4:22:43 PM,,0,Global Partner Marketing,0,51238,8/14/2017 2:00:00 PM,38484,Twitter,1561436,0
0,No,True,1807763,HyperScale™ Appliance - Social Content - LinkedIn,Active,HyperScale Appliance,expoIT,United States,No,3/17/2018 4:37:45 PM,0,,Americas,0,0,,1,0,514062,Fuelling today's hybrid IT environment with #Commvault HyperScale. Find out more about our big news on ITBrief AU! http://ow.ly/TfU7100R4fp,5/29/2018 1:39:29 PM,,0,AMS Partner Marketing,0,52965,7/10/2018 11:00:00 AM,37064,LinkedIn,1594428,0
0,No,True,1723037,Cloud campaign - Social Content - Facebook,Active,,"CORPORACION NETIX, C.A.",Venezuela,No,9/6/2017 10:09:48 AM,0,,Americas,0,0,,1,0,,Commvault have been selected by @CRN editorial team as a Cool #Cloud #Storage Vendor - Recognized for creativity & innovation. Check out the press release http://ow.ly/pr4X100YnCt,3/9/2018 1:13:56 PM,,0,Global Partner Marketing,0,53702,3/29/2018 11:00:00 AM,34203,Facebook,1585454,0
0,No,True,1763966,Cloud campaign - Twitter - ESP,Active,,M&S Soluciones SAS - Colombia,United States,No,10/17/2017 10:43:05 AM,0,,Americas,0,0,,1,0,518680,Quiere usar la #nube y gestionar los #datos de forma segura al mismo tiempo. Puede hacer ambas cosas. https://www.youtube.com/watch?v=1_4EKcRot4Y  Mira este video.,4/25/2018 5:32:27 PM,,0,Global Partner Marketing,0,53103,5/16/2018 2:00:00 PM,39132,Twitter,1589522,0
0,No,True,1723025,Cloud campaign - Social Content - Twitter,Active,,Ingram Micro Limited - Thailand,Thailand,No,7/23/2018 5:10:09 AM,0,,APAC,0,0,,1,0,107505,Do you know the 5 key elements of a #cloud #datamanagement strategy? Find them here https://cloud.kapostcontent.net/pub/7ba70328-4314-4ff6-81d4-267bcb3df8de/5-steps-to-develop-your-cloud-data-management-strategy.pdf,7/23/2018 5:10:17 AM,,0,Global Partner Marketing,0,55348,5/3/2018 2:00:00 PM,40243,Twitter,1584909,0
0,No,True,1723029,Cloud campaign - Social Content - LinkedIN,Active,,Commvault,United Kingdom,No,7/17/2018 11:55:15 AM,0,,EMEA,0,0,,1,0,,"Check it out: @Commvault provides agentless backup and recovery of your #AzureStack VM, including granular recovery of files and folders from a simplified data management platform. Works great with #Cisco's integrated system for AzureStack: https://www.commvault.com/blogs/2018/january/commvault-data-protection-for-cisco-integrated-system-for-microsoft-azure-stack …",7/17/2018 11:55:26 AM,,0,EMEA CVLT Field,0,51321,4/19/2018 11:00:00 AM,40284,LinkedIn,1585229,0
0,No,True,1723029,Cloud campaign - Social Content - LinkedIN,Active,,Open Storage Solutions - Canada,Canada,No,11/3/2017 1:11:52 PM,0,,Americas,0,0,,1,0,104476,If you didn't catch Commvault's #Microsoft @Azure Solution Showcase #Webinar with @virtualpenny & @sdansereau its available on-demand now! http://[MyWebAddress]/?SwappID=91&RegPageManagedID=3230427&SWThemeID=38377,3/9/2018 1:01:20 PM,,0,Global Partner Marketing,0,50895,4/5/2018 11:00:00 AM,38585,LinkedIn,1585145,0
0,No,True,1723037,Cloud campaign - Social Content - Facebook,Active,,expoIT,United States,No,1/22/2018 2:45:03 PM,0,,Americas,0,0,,1,0,514062,"How vulnerable is your data in the #cloud to a #cyber-attack? In his new blog, Gary Lim highlights the measures you should take to ensure your valuable data is protected http://ow.ly/r6pp100YnC8",3/9/2018 1:11:56 PM,,0,AMS Partner Marketing,0,52965,3/20/2018 11:00:00 AM,36929,Facebook,1585382,0
0,No,True,1723037,Cloud campaign - Social Content - Facebook,Active,,Integrated Printing Solutions,Egypt,No,7/25/2017 6:42:14 AM,0,,EMEA,0,0,,1,0,294485,"We believe cloud data management has 5 fundamental steps - find out what they are
https://cloud.kapostcontent.net/pub/7ba70328-4314-4ff6-81d4-267bcb3df8de/5-steps-to-develop-your-cloud-data-management-strategy.pdf",7/25/2017 6:42:18 AM,,0,Global Partner Marketing,0,53025,7/26/2017 3:00:00 PM,37584,Facebook,1561471,0
0,No,True,1723029,Cloud campaign - Social Content - LinkedIN,Active,,Netconsulting Informatica Prestacao de Servicos Ltda,Brazil,No,9/25/2017 8:39:00 AM,0,,Americas,0,0,,1,0,523618,"One platform for data backup, recovery, management and e-discovery? Yes, with @Commvault you can move, manage and use data across the @awscloud Learn more and download the #Commvault reference architectures for #AWS http://ow.ly/6AZu100YnCQ",3/9/2018 1:05:23 PM,,0,Global Partner Marketing,0,55722,4/26/2018 11:00:00 AM,34484,LinkedIn,1585271,0
0,No,True,1723037,Cloud campaign - Social Content - Facebook,Active,, Commvault Employee Account - Adam Hilliard,United States,No,5/17/2018 4:22:23 AM,0,,Americas,0,0,,1,0,,Commvault have been selected by @CRN editorial team as a Cool #Cloud #Storage Vendor - Recognized for creativity & innovation. Check out the press release http://ow.ly/pr4X100YnCt,5/17/2018 4:22:24 AM,,0,AMS CVLT Field,0,51238,3/29/2018 11:00:00 AM,38605,Facebook,1585454,0
0,No,True,1763966,Cloud campaign - Twitter - ESP,Active,,Ingenieros Profesionales en Comunicaciones SA de CV - Mexico,United States,No,1/30/2018 2:19:32 PM,0,,Americas,0,0,,1,0,519590,La #nube es un lugar en el que aprender resulta caro. Siga estos 5 pasos para desarrollar su estrategia de gestión de datos en la #nube. https://cloud.kapostcontent.net/pub/7ba70328-4314-4ff6-81d4-267bcb3df8de/5-steps-to-develop-your-cloud-data-management-strategy.pdf #Datos,4/25/2018 5:13:00 PM,,0,Global Partner Marketing,0,55824,5/8/2018 2:00:00 PM,37305,Twitter,1589487,0
0,No,True,1795305,HyperScale™ Appliance - Social Content - Twitter,Active,HyperScale Appliance,"CORPORACION NETIX, C.A.",Venezuela,No,1/19/2018 1:30:30 PM,0,,Americas,0,0,,1,0,,Fuelling today's hybrid IT environment with #Commvault HyperScale. Find out more about our big news on ITBrief AU! http://ow.ly/TfU7100R4fp,3/1/2018 4:46:25 PM,4/5/2018 3:00:04 PM,1,AMS Partner Marketing,0,53702,4/5/2018 3:00:00 PM,34543,Twitter,1583988,0
0,No,True,1807763,HyperScale™ Appliance - Social Content - LinkedIn,Inactive,HyperScale Appliance,DDP Consulting Pty Ltd,South Africa,No,1/29/2018 9:03:34 AM,0,,EMEA,0,0,,1,0,112469,Why not invest in a #scale-out architecture that lets you simplify and optimize your hardware investment? See what the #Commvault #HyperScale Appliance and its #scale-out architecture has to offer your business. http://[MyWebAddress]/?SwappID=91&RegPageManagedID=3109049&SWThemeID=38377,3/6/2018 5:48:16 PM,,0,AMS Partner Marketing,0,33969,4/18/2018 10:00:00 AM,37186,LinkedIn,1584457,0
0,No,True,1807763,HyperScale™ Appliance - Social Content - LinkedIn,Inactive,HyperScale Appliance,DDP Consulting Pty Ltd,South Africa,No,1/29/2018 9:03:34 AM,0,,EMEA,0,0,,1,0,112469,Great new coverage from @TechRepublic about Commvault's #HyperScale appliance. Check it out: http://ow.ly/y0CW30g5PQG #scaleout #scaleup,3/6/2018 5:43:07 PM,,0,AMS Partner Marketing,0,33969,3/21/2018 10:00:00 AM,37186,LinkedIn,1584331,0
0,No,True,1723025,Cloud campaign - Social Content - Twitter,Active,,Foresight Software Solutions,India,No,7/27/2018 9:39:45 AM,0,,APAC,0,0,,1,0,0014000000v5JxCAAU,"One platform for data backup, recovery, management and e-discovery? Yes, with @Commvault you can move, manage and use data across the @awscloud Learn more and download the #Commvault reference architectures for #AWS http://ow.ly/6AZu100YnCQ",7/27/2018 9:39:53 AM,,0,APAC Partner Marketing,0,48897,4/26/2018 2:00:00 PM,40543,Twitter,1584873,0
0,No,True,1723029,Cloud campaign - Social Content - LinkedIN,Active,,ThinkOn Inc.,Canada,No,10/19/2017 12:31:39 PM,0,,Americas,0,0,,1,0,118509,Commvault now protects applications and data on Azure Stack. To learn more check out this post - https://www.commvault.com/blogs/2018/january/commvault-data-protection-for-cisco-integrated-system-for-microsoft-azure-stack … #azurestack #cleur #commvault #backup #bcdr #hybrid #azure @Commvault,3/9/2018 1:03:43 PM,,0,AMS Partner Marketing,0,53115,4/17/2018 11:00:00 AM,35023,LinkedIn,1585208,0
0,No,True,1807763,HyperScale™ Appliance - Social Content - LinkedIn,Active,HyperScale Appliance,expoIT,United States,No,3/17/2018 4:37:45 PM,0,,Americas,0,0,,1,0,514062,"Save time and increase #dataprotection availability, agility and scale with #CommvaultHyperScaleAppliance http://ow.ly/YRKS100SSR7",5/29/2018 1:43:07 PM,,0,AMS Partner Marketing,0,52965,7/31/2018 11:00:00 AM,36928,LinkedIn,1594536,0
0,No,True,1723029,Cloud campaign - Social Content - LinkedIN,Active,,Ingram Micro Limited - Thailand,Thailand,Yes,7/5/2018 10:56:11 PM,0,,APAC,0,0,,1,0,107505,"In his new article, Ananth Balasubramanian addresses how #healthcare organizations can assess their #cloud #datamanagement strategy, and address its weakest links. http://ow.ly/8bUO30i8Q8T",7/5/2018 10:56:22 PM,,0,Global Partner Marketing,0,55348,4/10/2018 11:00:00 AM,40388,LinkedIn,1585166,0
0,No,True,1723025,Cloud campaign - Social Content - Twitter,Inactive,, Commvault Employee Account - Adam Hilliard,United States,No,7/11/2017 8:05:20 AM,0,,Americas,0,0,,1,0,,"Simplification, productivity & risk reduction - The benefits of #Commvault https://kapost-files-prod.s3.amazonaws.com/published/56731d3c110e840fe600003d/idc-commvault-value-survey-2016.pdf",7/16/2017 4:22:41 PM,,0,Global Partner Marketing,0,51238,8/7/2017 2:00:00 PM,38484,Twitter,1561421,0
0,No,True,1723037,Cloud campaign - Social Content - Facebook,Active,,Netconsulting Informatica Prestacao de Servicos Ltda,Brazil,No,9/25/2017 8:28:48 AM,0,0,Americas,0,0,,1,0,523618,Part of the 2020 #cloud crowd? Check the small print - your data isn’t backed-up unless YOU do it in the public cloud...https://t.co/zqZlhibi9L,3/9/2018 1:19:19 PM,4/19/2018 11:00:12 AM,1,Global Partner Marketing,0,55722,4/19/2018 11:00:00 AM,37565,Facebook,1585598,0
0,No,True,1807763,HyperScale™ Appliance - Social Content - LinkedIn,Active,HyperScale Appliance,expoIT,United States,No,3/17/2018 4:37:45 PM,0,,Americas,0,0,,1,0,514062,Watch this webinar 5 Benefits of scale-out infrastructure for data protection and learn how applying a scale-out infrastructure can deliver modern data protection and management that will position your organization for future success. http://[MyWebAddress]/?SwappID=91&RegPageManagedID=3108985&SWThemeID=38377,5/29/2018 1:42:25 PM,,0,AMS Partner Marketing,0,52965,7/26/2018 1:00:00 PM,36928,LinkedIn,1594518,0
0,No,True,1723029,Cloud campaign - Social Content - LinkedIN,Active,,Zettastor BV,Netherlands,No,8/16/2017 6:03:40 AM,0,,EMEA,0,0,,1,0,104298,"Companies that use a software solution that integrates all data protection and data management functions into a single platform save as much as 87% in average recovery time. Learn more
https://kapost-files-prod.s3.amazonaws.com/published/5602c26802f432552f0003f6/simplify-data-management-in-the-cloud-for-it-efficiency.pdf?kui=fT1vROHmnFDHiI4WH8Labg",8/29/2017 1:14:19 PM,,0,EMEA Partner Marketing,0,51335,10/5/2017 11:00:00 AM,38584,LinkedIn,1569266,0
0,No,True,1723029,Cloud campaign - Social Content - LinkedIN,Active,,ThoughtSol Infotech Pvt Ltd,India,No,4/5/2018 9:29:58 AM,0,,APAC,0,0,,1,1,124366,"How vulnerable is your data in the #cloud to a #cyber-attack? In his new blog, http://ow.ly/r6pp100YnC8 Gary Lim highlights the measures you should take to ensure your valuable data is protected.",4/5/2018 9:30:11 AM,4/12/2018 11:00:16 AM,1,Global Partner Marketing,0,57698,3/20/2018 11:00:00 AM,39787,LinkedIn,1586201,1
0,No,True,1723037,Cloud campaign - Social Content - Facebook,Active,,ThoughtSol Infotech Pvt Ltd,India,No,6/18/2018 9:59:16 AM,0,,APAC,0,0,,1,0,124366,Commvault have been selected by @CRN editorial team as a Cool #Cloud #Storage Vendor - Recognized for creativity & innovation. Check out the press release http://ow.ly/pr4X100YnCt,6/18/2018 9:59:18 AM,,0,Global Partner Marketing,0,57698,3/29/2018 11:00:00 AM,39790,Facebook,1585454,0
0,No,True,1807752,HyperScale™ Appliance - Social Content - Facebook,Active,HyperScale Appliance,Decisive Technologies,Canada,No,1/5/2018 10:33:26 AM,0,,Americas,0,0,,1,0,104497,To manage rising #datastorage & secondary #dataprotection storage demands @esg_global advises a #Scale-out approach http://ow.ly/56rd100R4gq,3/6/2018 5:54:51 PM,,0,AMS Partner Marketing,0,51776,3/14/2018 1:00:00 PM,36364,Facebook,1584553,0
0,No,True,1763966,Cloud campaign - Twitter - ESP,Active,,Software y Soluciones Softcontrol SA (dba InnovaSys Corp),Ecuador,No,10/12/2017 12:22:23 PM,0,,Americas,0,0,,1,0,111727,La #nube es un lugar en el que aprender resulta caro. Siga estos 5 pasos para desarrollar su estrategia de gestión de datos en la #nube. https://cloud.kapostcontent.net/pub/7ba70328-4314-4ff6-81d4-267bcb3df8de/5-steps-to-develop-your-cloud-data-management-strategy.pdf #Datos,4/25/2018 5:13:00 PM,5/8/2018 2:00:05 PM,1,Global Partner Marketing,0,56571,5/8/2018 2:00:00 PM,37568,Twitter,1589487,0
0,No,True,1723037,Cloud campaign - Social Content - Facebook,Active,,dataage Solutions,Zimbabwe,No,1/3/2018 12:00:19 PM,0,,EMEA,0,0,,1,0,521714,"Check it out: @Commvault provides agentless backup and recovery of your #AzureStack VM, including granular recovery of files and folders from a simplified data management platform. Works great with #Cisco's integrated system for AzureStack: https://www.commvault.com/blogs/2018/january/commvault-data-protection-for-cisco-integrated-system-for-microsoft-azure-stack …",3/9/2018 1:18:45 PM,,0,EMEA Partner Marketing,0,53903,4/17/2018 11:00:00 AM,36286,Facebook,1585574,0
0,No,True,1723025,Cloud campaign - Social Content - Twitter,Active,,Software y Soluciones Softcontrol SA (dba InnovaSys Corp),Ecuador,No,3/28/2018 1:36:04 PM,0,36,Americas,0,0,,1,0,111727,If you didn't catch #Microsoft @Azure Solution Showcase #Webinar- its available on-demand now! Lots of expert insight plus awesome demos http://[MyWebAddress]/?SwappID=91&RegPageManagedID=3230427&SWThemeID=38377,3/28/2018 1:36:13 PM,4/16/2018 2:00:05 PM,1,Global Partner Marketing,0,56571,3/26/2018 2:00:00 PM,34805,Twitter,1584711,0
0,No,True,1763966,Cloud campaign - Twitter - ESP,Active,,"CORPORACION NETIX, C.A.",Venezuela,No,9/27/2017 10:30:12 AM,0,,Americas,0,0,,1,0,,¿Cómo aborda la gestión de datos en la nube? Esta infografía revela las tendencias. https://kapost-files-prod.s3.amazonaws.com/published/5602c26802f432552f0003f6/simplify-data-management-in-the-cloud-for-it-efficiency.pdf?kui=fT1vROHmnFDHiI4WH8Labg,9/27/2017 10:30:15 AM,,0,Global Partner Marketing,0,53702,9/30/2017 2:00:00 PM,36843,Twitter,1571532,0
0,No,True,1723029,Cloud campaign - Social Content - LinkedIN,Active,,M&S Soluciones SAS - Colombia,United States,No,11/3/2017 8:40:21 AM,0,,Americas,0,0,,1,0,518680,How does a city use #cloud for #backup & #disasterrecovery to better serve citizens? Watch our video https://www.youtube.com/watch?v=I5ctiQ2RvHk,3/9/2018 1:06:21 PM,,0,Global Partner Marketing,0,53103,5/1/2018 11:00:00 AM,39133,LinkedIn,1585292,0
0,No,True,1723029,Cloud campaign - Social Content - LinkedIN,Active,,Zettastor BV,Netherlands,No,8/16/2017 6:03:40 AM,0,,EMEA,0,0,,1,0,104298,There are many benefits to Microsoft Office 365 - but what about #data management & protection? In his newest blog Tom Atanacio highlights what you should be thinking about http://ow.ly/bSYh100W7Bw,3/9/2018 12:54:56 PM,,0,EMEA Partner Marketing,0,51335,3/13/2018 11:00:00 AM,33763,LinkedIn,1584977,0
0,No,True,1723029,Cloud campaign - Social Content - LinkedIN,Active,,Innocom Technologies Pte Ltd,Singapore,No,10/28/2017 7:10:38 AM,0,,APAC,0,0,,1,0,521580,Commvault have been selected by @CRN editorial team as a Cool #Cloud #Storage Vendor - Recognized for creativity & innovation. Check out the press release http://ow.ly/pr4X100YnCt,3/9/2018 1:00:27 PM,,0,APAC Partner Marketing,0,54564,4/3/2018 11:00:00 AM,38579,LinkedIn,1585124,0
0,No,True,1723037,Cloud campaign - Social Content - Facebook,Active,,Ingram Micro Limited - Thailand,Thailand,No,7/4/2018 5:51:38 AM,0,,APAC,0,0,,1,0,107505,How does a city use #cloud for #backup & #disasterrecovery to better serve citizens? Watch our video https://www.youtube.com/watch?v=I5ctiQ2RvHk,7/4/2018 5:51:42 AM,,0,Global Partner Marketing,0,55348,4/26/2018 11:00:00 AM,40387,Facebook,1585646,0
0,No,True,1807763,HyperScale™ Appliance - Social Content - LinkedIn,Active,HyperScale Appliance,Decisive Technologies,Canada,No,1/5/2018 10:36:50 AM,0,,Americas,0,0,,1,0,104497,"Save time and money with Commvault HyperScale™ Appliance. A fully integrated data protection appliance saving time over a traditional build your own product and a subscription pricing model consolidates hardware, software, and refreshes every three years http://ow.ly/KWUZ100SSR8",5/29/2018 1:39:56 PM,,0,AMS Partner Marketing,0,51776,7/12/2018 11:00:00 AM,36365,LinkedIn,1594446,0
0,No,True,1723029,Cloud campaign - Social Content - LinkedIN,Active,,Commvault Employee Account - Jeff Bradford,United States,No,8/30/2017 1:45:15 PM,0,,Americas,0,0,,1,0,,"How vulnerable is your data in the #cloud to a #cyber-attack? In his new blog, http://ow.ly/r6pp100YnC8 Gary Lim highlights the measures you should take to ensure your valuable data is protected.",3/19/2018 11:55:10 AM,,0,AMS CVLT Field,0,54458,3/20/2018 11:00:00 AM,34065,LinkedIn,1586201,0
0,No,True,1807763,HyperScale™ Appliance - Social Content - LinkedIn,Active,HyperScale Appliance,DSN Group,United States,No,2/1/2018 2:12:39 PM,0,500,Americas,0,0,,1,0,109046,Great new coverage from @TechRepublic about Commvault's #HyperScale appliance. Check it out: http://ow.ly/y0CW30g5PQG #scaleout #scaleup,3/6/2018 5:43:07 PM,3/21/2018 10:00:02 AM,1,AMS Partner Marketing,0,53293,3/21/2018 10:00:00 AM,37423,LinkedIn,1584331,0
0,No,True,1723025,Cloud campaign - Social Content - Twitter,Active,,Grupo Dice SA de CV - Mexico,United States,No,9/5/2017 2:28:44 PM,0,,Americas,0,0,,1,0,274985,How does a city use #cloud for #backup & #disasterrecovery to better serve citizens? Watch our video https://www.youtube.com/watch?v=I5ctiQ2RvHk,3/7/2018 11:51:45 AM,,0,Global Partner Marketing,0,53152,4/30/2018 2:00:00 PM,34186,Twitter,1584891,0
